,movieId,original_title
7688,8991,Undead
7689,44691,The Scarlet and the Black
7690,23378,Into the Woods
7691,3293,Pirates of Silicon Valley
7692,36947,Manufacturing Consent: Noam Chomsky and the Media
7693,54028,The Clock
7694,17645,Leave Her to Heaven
7695,10448,Rapa Nui
7696,57684,Roxie Hart
7697,61487,Mayor of the Sunset Strip
7698,14365,Killing Me Softly
7699,29383,Talvisota
7700,10606,The Philadelphia Experiment
7701,42988,The Wheeler Dealers
7702,16136,Juice
7703,58669,The Secret Life of Girls
7704,42407,The Flim-Flam Man
7705,6081,Revenge of the Pink Panther
7706,12577,Riders
7707,36561,Jeg er Dina
7708,49814,The Escapist
7709,13696,Angels with Dirty Faces
7710,44494,Zéro de conduite
7711,15484,Shadows
7712,36672,Coming Out
7713,2330,Taxi
7714,2334,Taxi 3
7715,64204,Pull My Daisy
7716,13398,東京ゴッドファーザーズ
7717,2912,Le Boucher
7718,701,Our Hospitality
7719,10631,All of Me
7720,43466,The Farmer's Daughter
7721,2202,Lassie Come Home
7722,76076,The Time of Your Life
7723,10780,Overboard
7724,3484,The Mask of Fu Manchu
7725,19590,By the Light of the Silvery Moon
7726,23724,BUtterfield 8
7727,26596,Johnny Guitar
7728,44925,Sister My Sister
7729,29264,El ángel exterminador
7730,33994,ivans xtc.
7731,1777,Fahrenheit 9/11
7732,11584,Roxanne
7733,9901,Freedom Downtime
7734,202475,The Same River Twice
7735,26811,Dr. Terror's House of Horrors
7736,38631,Confessions of a Burning Man
7737,54022,Search and Destroy
7738,23522,The Book of Life
7739,207625,Such a Long Journey
7740,22094,Hard Times
7741,161080,Secret Society
7742,11884,The Last Starfighter
7743,21871,Tank
7744,30876,Ultimo mondo cannibale
7745,558,Spider-Man 2
7746,48732,America's Heart and Soul
7747,80,Before Sunset
7748,10742,The Clearing
7749,9477,King Arthur
7750,8699,Anchorman: The Legend of Ron Burgundy
7751,9893,Sleepover
7752,11247,A Cinderella Story
7753,2048,"I, Robot"
7754,436,"María, llena eres de gracia"
7755,61391,Distant Drums
7756,18643,Follow That Dream
7757,67297,La Niña De Tus Ojos
7758,31948,Gray Lady Down
7759,43004,Long Day's Journey Into Night
7760,45793,Man of La Mancha
7761,46495,The Night of the Following Day
7762,45874,Posse
7763,19014,Rustlers' Rhapsody
7764,10754,Krótki film o zabijaniu
7765,30054,The Tin Star
7766,36630,Zandalee
7767,39770,Brève traversée
7768,36627,Potop
7769,11897,How the West Was Won
7770,54300,Live Forever
7771,58925,Mr. Klein
7772,2502,The Bourne Supremacy
7773,314,Catwoman
7774,18923,A Home at the End of the World
7775,146373,Some Girl
7776,5228,Stay Hungry
7777,12206,Das Testament des Dr. Mabuse
7778,16539,Zus & zo
7779,75046,Battle Hymn
7780,74012,Crash Dive
7781,26126,Disco Pigs
7782,15876,The Enemy Below
7783,26300,Fist of the North Star
7784,68064,Flash Gordon Conquers the Universe
7785,12625,Guns of the Magnificent Seven
7786,45520,The Hunters
7787,46767,Tras el cristal
7788,55848,Lancelot du Lac
7789,42525,The Last Valley
7790,43417,The Magnificent Seven Ride!
7791,15244,Un condamné à mort s'est échappé
7792,62395,Marcelino pan y vino
7793,42737,Morituri
7794,47615,Orgy of the Dead
7795,39209,Shalako
7796,20876,A Shock to the System
7797,24559,Slaughterhouse-Five
7798,78208,Son frère
7799,43786,Wake Island
7800,72613,What Price Glory
7801,43787,You Were Never Lovelier
7802,27437,The Bachelor and the Bobby-Soxer
7803,40374,Breezy
7804,20316,En la ciudad sin límites
7805,41925,The Comfort of Strangers
7806,259389,Dancing in September
7807,22871,Destination Tokyo
7808,37019,Dr. Jekyll and Ms. Hyde
7809,18190,Dream Lover
7810,71786,Fausto 5.0
7811,42347,For Queen & Country
7812,39140,Funny About Love
7813,69903,The Greatest
7814,219345,Grief
7815,41890,Hometown Legend
7816,27307,How I Got Into College
7817,36709,Map of the Human Heart
7818,32294,Mr. Blandings Builds His Dream House
7819,41463,My Favorite Wife
7820,19051,The New Adventures of Pippi Longstocking
7821,43485,Night and Day
7822,51997,No Name on the Bullet
7823,43885,The Plainsman
7824,112969,Slaughter of the Innocents
7825,62694,The Snake Pit
7826,43785,The Spoilers
7827,53287,The Super
7828,29584,Tai-Pan
7829,32644,Two of a Kind
7830,89482,Guerreros
7831,1040,Il gattopardo
7832,42604,"Goodbye, Columbus"
7833,24214,The President's Analyst
7834,5122,The Day of the Locust
7835,42469,The Creeping Flesh
7836,119623,Un amour de Swann
7837,1783,To End All Wars
7838,10910,Moulin Rouge
7839,17238,The Belly of an Architect
7840,22156,Nid de guêpes
7841,26814,Love Happy
7842,43116,High School Confidential!
7843,39269,Out of the Blue
7844,99859,Crimetime
7845,31522,Une Femme est une femme
7846,47796,Mamma Roma
7847,26893,どん底
7848,69035,Ruby Cairo
7849,73621,Night Patrol
7850,22976,Biggles
7851,55441,Fancy Pants
7852,45608,The World of Suzie Wong
7853,21619,King of the Ants
7854,9680,Uncle Sam
7855,42801,"Ieri, oggi, domani"
7856,12627,La Belle Noiseuse
7857,86404,La balance
7858,18671,Gun Crazy
7859,17218,The Set-Up
7860,41316,Unprecedented: The 2000 Presidential Election
7861,5179,The Prime of Miss Jean Brodie
7862,53198,Il mio viaggio in Italia
7863,65156,The North Avenue Irregulars
7864,42593,Lovers and Other Strangers
7865,76002,Kotch
7866,64868,Greyfriars Bobby: The True Story of a Dog
7867,52741,Side Out
7868,15081,The Three Lives of Thomasina
7869,21147,"No Deposit, No Return"
7870,64877,"The One and Only, Genuine, Original Family Band"
7871,147169,Under the Lighthouse Dancing
7872,16703,This Gun for Hire
7873,20298,Black Angel
7874,19974,The Big Clock
7875,22112,Criss Cross
7876,4201,The Fifth Musketeer
7877,39868,Evilspeak
7878,20408,Terror by Night
7879,13580,The Spy Who Came in from the Cold
7880,18706,Sherlock Holmes and the Secret Weapon
7881,34327,The Woman in Green
7882,43013,The Counterfeit Traitor
7883,38505,"Un, deux, trois, soleil"
7884,41940,Roadkill
7885,14652,Bon voyage
7886,69526,The Assassination Bureau
7887,14623,Thunderbirds
7888,6947,The Village
7889,401,Garden State
7890,50247,麦秋
7891,46326,Le Quai des brumes
7892,35780,Thunderbirds are GO
7893,25361,Thunderbird 6
7894,45522,Castle Keep
7895,23750,Revengers Tragedy
7896,45509,攝氏32度
7897,44289,Octane
7898,25536,PTU
7899,38837,Неоконченная пьеса для механического пианино
7900,23305,The Warrior
7901,17768,A Funny Thing Happened on the Way to the Forum
7902,27375,Salesman
7903,1538,Collateral
7904,14846,Little Black Book
7905,2577,Code 46
7906,52936,In the Soup
7907,46884,They Came to Cordura
7908,33333,青い春
7909,41975,Une affaire de femmes
7910,16606,주유소 습격사건
7911,60760,Masques
7912,11282,Harold & Kumar Go to White Castle
7913,11130,The Princess Diaries 2: Royal Engagement
7914,14389,Danny Deckchair
7915,395,AVP: Alien vs. Predator
7916,11052,Yu-Gi-Oh! The Movie
7917,60015,Novo
7918,23601,We Don't Live Here Anymore
7919,10762,Without a Paddle
7920,11026,Exorcist: The Beginning
7921,18693,Speedway
7922,45598,The Trouble with Girls
7923,8745,It Happened at the World's Fair
7924,45335,Double Trouble
7925,18690,Spinout
7926,7506,Harum Scarum
7927,65596,The Spaceman and King Arthur
7928,36912,The Sting II
7929,46081,If a Man Answers
7930,40087,Cheerleader Camp
7931,46831,Ressources humaines
7932,20120,Bill Cosby: Himself
7933,22543,Dead Ringer
7934,44415,Benji: Off the Leash!
7935,11237,Anacondas: The Hunt for the Blood Orchid
7936,8080,Suspect Zero
7937,14797,Tian di ying xiong
7938,11632,Vanity Fair
7939,18475,The Cookout
7940,15644,Paparazzi
7941,11208,Wicker Park
7942,24079,Triggermen
7943,16153,Alice Doesn't Live Here Anymore
7944,13559,The Mangler
7945,42694,Who's That Knocking at My Door
7946,32298,Seeing Other People
7947,66566,Past Midnight
7948,124029,A Million to Juan
7949,42164,Amator
7950,124,Bez Konca
7951,29979,Highwaymen
7952,41762,Graffiti Bridge
7953,12548,I Vitelloni
7954,33345,Under the Cherry Moon
7955,42264,Smile
7956,11387,Lord Jim
7957,104659,A Small Circle of Friends
7958,24924,Night of the Demons
7959,17994,Witchboard
7960,75759,Roller Boogie
7961,60437,Lilith
7962,49069,The Apple
7963,31117,Superbabies: Baby Geniuses 2
7964,9759,Cellular
7965,1577,Resident Evil: Apocalypse
7966,14198,Criminal
7967,288952,Evergreen
7968,16232,Mr. 3000
7969,5137,Sky Captain and the World of Tomorrow
7970,11823,Wimbledon
7971,2003,Anatomie de l'enfer
7972,18804,Head in the Clouds
7973,13969,First Daughter
7974,10145,The Forgotten
7975,26486,The Last Shot
7976,13702,A Dirty Shame
7977,1653,Diarios de motocicleta
7978,747,Shaun of the Dead
7979,84214,"Come Back, Little Sheba"
7980,84655,The Black Orchid
7981,23627,Second Chorus
7982,26230,Class of Nuke 'Em High 2: Subhumanoid Meltdown
7983,4176,Murder on the Orient Express
7984,11177,Mask
7985,43839,Alexander's Ragtime Band
7986,26690,The Boston Strangler
7987,35101,The Last Flight of Noah's Ark
7988,10905,The Man with One Red Shoe
7989,18196,The Sentinel
7990,70345,Sssssss
7991,88174,Whispers in the Dark
7992,132422,Stealing Time
7993,42215,The Legacy
7994,43105,The Alligator People
7995,71140,Hear No Evil
7996,27816,Basket Case 3
7997,27815,Basket Case 2
7998,12707,Orca: The Killer Whale
7999,43657,AKA
8000,43117,I Married a Monster from Outer Space
8001,47446,The Trojan Women
8002,54979,Robinson Crusoe
8003,42172,Hardcore
8004,42600,Watermelon Man
8005,47825,Flashpoint
8006,62697,Bug
8007,31655,The Terror
8008,27498,Jack O
8009,1492,1492: Conquest of Paradise
8010,8689,Cannibal Holocaust
8011,10555,Shark Tale
8012,11128,Ladder 49
8013,22842,Black Cloud
8014,1599,I Heart Huckabees
8015,14024,Raise Your Voice
8016,15503,Around the Bend
8017,14337,Primer
8018,26108,Stage Beauty
8019,4380,Shall We Dance?
8020,3989,Team America: World Police
8021,16358,Eulogy
8022,25313,P.S.
8023,2438,The Country Girl
8024,65550,The Rose Tattoo
8025,29445,Epidemic
8026,11121,Tess
8027,55457,I Wanna Hold Your Hand
8028,101887,Spinning Boris
8029,23739,Circle of Iron
8030,21241,Cannonball
8031,3053,The Fearless Vampire Killers
8032,12456,De fem benspænd
8033,55047,Born Rich
8034,28153,It's Alive
8035,18499,Le déclin de l'empire américain
8036,36616,Bébé's Kids
8037,13644,All I Want For Christmas
8038,41936,La vie et rien d'autre
8039,13416,Friday Night Lights
8040,1435,Tarnation
8041,11099,The Final Cut
8042,167177,Hair Show
8043,12483,Riding the Bullet
8044,184530,Spin
8045,18701,Being Julia
8046,2319,The Dust Factory
8047,110351,Thérèse: The Story of Saint Thérèse of Lisieux
8048,15566,Surviving Christmas
8049,1970,The Grudge
8050,9675,Sideways
8051,4553,The Machinist
8052,11109,Vera Drake
8053,48678,Falling Angels
8054,202587,Stella Street
8055,126148,Lightning in a Bottle
8056,16131,Undertow
8057,9391,Enduring Love
8058,176,Saw
8059,1677,Ray
8060,10740,Birth
8061,66641,Voices of Iraq
8062,9806,The Incredibles
8063,19614,Fade to Black
8064,12777,It's All About Love
8065,47959,Callas Forever
8066,5255,The Polar Express
8067,11184,Kinsey
8068,11249,Seed of Chucky
8069,10589,After the Sunset
8070,9801,Bridget Jones: The Edge of Reason
8071,866,Finding Neverland
8072,4251,Veer-Zaara
8073,2059,National Treasure
8074,140,La mala educación
8075,11836,The SpongeBob SquarePants Movie
8076,43743,Fabled
8077,17818,San Antonio
8078,1966,Alexander
8079,13673,Christmas with the Kranks
8080,174787,Guerrilla: The Taking of Patty Hearst
8081,26347,Notre musique
8082,2288,Closer
8083,15397,I Am David
8084,9550,十面埋伏
8085,163,Ocean's Twelve
8086,36648,Blade: Trinity
8087,15788,The Bellboy
8088,33377,Bush's Brain
8089,18973,Cinderfella
8090,41253,Damn Yankees!
8091,15787,The Delicate Delinquent
8092,35188,The Disorderly Orderly
8093,35189,The Errand Boy
8094,52122,The Family Jewels
8095,24062,The Patsy
8096,43670,Stateside
8097,58182,The Stooge
8098,33740,That's Entertainment!
8099,74719,"That's Entertainment, Part II"
8100,77448,That's Entertainment! III
8101,43752,The Wackiest Ship in the Army
8102,42668,Alexander the Great
8103,25952,Conquest of Space
8104,16248,D.A.R.Y.L.
8105,15613,Fire in the Sky
8106,151848,The Garden of Allah
8107,30719,I'll Be Seeing You
8108,28421,The Invisible Man Returns
8109,47657,The Last Minute
8110,8424,Jeux d'enfants
8111,32558,Portrait of Jennie
8112,50085,Ruby Gentry
8113,50034,Secret Honor
8114,42401,Since You Went Away
8115,67962,A Slipping Down Life
8116,30996,Splatter University
8117,44375,Twist
8118,18889,Control Room
8119,210864,Celsius 41.11: The Temperature at Which the Brain... Begins to Die
8120,70368,The Cheat
8121,2972,"Der Golem, wie er in die Welt kam"
8122,42510,The Idle Class
8123,58129,Körkarlen
8124,29267,Der müde Tod
8125,36841,The Sheik
8126,57283,Häxan
8127,171432,The Man from Beyond
8128,41348,Why Worry?
8129,27511,He Who Gets Slapped
8130,96713,The Marriage Circle
8131,992,"Sherlock, Jr."
8132,3060,The Big Parade
8133,1405,Greed
8134,964,The Phantom of the Opera
8135,697,Oktyabr
8136,104433,Old San Francisco
8137,27503,The Unknown
8138,905,Die Büchse der Pandora
8139,31411,The Cameraman
8140,28189,La Chute de la maison Usher
8141,3061,The Crowd
8142,27517,The Man Who Laughs
8143,42538,Sadie Thompson
8144,25768,"Steamboat Bill, Jr."
8145,120833,Applause
8146,626,Un chien andalou
8147,27899,Little Caesar
8148,5729,L'âge d'or
8149,51394,Night Nurse
8150,48365,Boudu sauvé des eaux
8151,3574,Doctor X
8152,91,Las Hurdes
8153,31592,The Old Dark House
8154,43132,Rasputin and the Empress
8155,875,Shanghai Express
8156,28268,Otona no miru ehon - Umarete wa mita keredo
8157,779,Vampyr - Der Traum des Allan Grey
8158,56724,What Price Hollywood?
8159,39130,Dinner at Eight
8160,28046,The Ghoul
8161,31511,Gold Diggers of 1933
8162,3031,Island of Lost Souls
8163,43130,Lady for a Day
8164,43595,She Done Him Wrong
8165,43149,The Son of Kong
8166,43148,The Vampire Bat
8167,50073,Wild Boys of the Road
8168,43904,L'Atalante
8169,43693,The Barretts of Wimpole Street
8170,24106,The Black Cat
8171,49640,The Lawless Frontier
8172,46910,The Lost Patrol
8173,43689,The Merry Widow
8174,22614,The Scarlet Pimpernel
8175,51949,Toni
8176,43889,Bonnie Scotland
8177,43896,The Informer
8178,28910,Mark of the Vampire
8179,27970,Werewolf of London
8180,52677,Le crime de Monsieur Lange
8181,14615,Fury
8182,31773,Libeled Lady
8183,24807,Mr. Deeds Goes to Town
8184,17030,The Petrified Forest
8185,23389,Revolt of the Zombies
8186,54569,These Three
8187,38721,Wife vs. Secretary
8188,43874,Camille
8189,16515,Captains Courageous
8190,27973,Dead End
8191,20642,Double Wedding
8192,37650,Nothing Sacred
8193,43867,The Prisoner of Zenda
8194,43864,Stage Door
8195,23101,Topper
8196,60562,The Big Broadcast of 1938
8197,46688,The Dawn Patrol
8198,16274,Holiday
8199,99318,The Shopworn Angel
8200,31868,Intermezzo: A Love Story
8201,37698,The Roaring Twenties
8202,46069,残菊物語
8203,43806,Abe Lincoln in Illinois
8204,55604,Boom Town
8205,26635,Brother Orchid
8206,43811,"Edison, the Man"
8207,17801,The Letter
8208,26201,The Sea Hawk
8209,29884,Ball of Fire
8210,45978,元禄 忠臣蔵
8211,38914,Here Comes Mr. Jordan
8212,33523,In the Navy
8213,33112,It Started with Eve
8214,28789,Never Give a Sucker an Even Break
8215,43799,That Uncertain Feeling
8216,18790,Across the Pacific
8217,37036,All Through the Night
8218,43522,Gentleman Jim
8219,97648,My Favorite Blonde
8220,23336,Why We Fight: Prelude to War
8221,22387,Random Harvest
8222,27655,Tales of Manhattan
8223,23051,Action in the North Atlantic
8224,43306,A Guy Named Joe
8225,33049,The Heavenly Body
8226,41355,The Memphis Belle: A Story of a Flying Fortress
8227,47352,Mr. Lucky
8228,43518,Thousands Cheer
8229,41391,Vredens dag
8230,21622,Cover Girl
8231,28436,The Curse of the Cat People
8232,22638,The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France
8233,51144,Hets
8234,35006,The Mask of Dimitrios
8235,21451,Ministry of Fear
8236,42879,The Miracle of Morgan’s Creek
8237,43307,Mr. Skeffington
8238,50066,Mrs. Parkington
8239,18229,Passage to Marseille
8240,52440,The White Cliffs of Dover
8241,17136,The Woman in the Window
8242,43494,The Enchanted Cottage
8243,30348,Isle of the Dead
8244,9797,Иван Грозный
8245,45219,The Southerner
8246,18771,They Were Expendable
8247,30177,A Tree Grows in Brooklyn
8248,41020,The Beast with Five Fingers
8249,16090,The Blue Dahlia
8250,44041,The Dark Mirror
8251,25502,Deception
8252,26701,Humoresque
8253,43469,Sciuscià
8254,20246,The Stranger
8255,82101,Mourning Becomes Electra
8256,19169,Nightmare Alley
8257,43461,Odd Man Out
8258,31980,Road to Rio
8259,27448,The Two Mrs. Carrolls
8260,29244,3 Godfathers
8261,83838,B.F.'s Daughter
8262,43452,The Babe Ruth Story
8263,29380,Easter Parade
8264,37347,Fort Apache
8265,3766,The Lady from Shanghai
8266,946,Letter from an Unknown Woman
8267,70447,Louisiana Story
8268,20482,The Naked City
8269,35032,The Pirate
8270,44190,They Live by Night
8271,33115,Unfaithfully Yours
8272,20638,Yellow Sky
8273,29885,The Barkleys of Broadway
8274,25698,In the Good Old Summertime
8275,45578,A Letter to Three Wives
8276,4558,Orphée
8277,61828,The Story of Seabiscuit
8278,25209,Annie Get Your Gun
8279,15390,Les Enfants terribles
8280,17409,The Gunfighter
8281,800,Los Olvidados
8282,32690,醜聞
8283,43390,Summer Stock
8284,41464,Europa '51
8285,43961,Carbine Williams
8286,24003,Clash by Night
8287,43364,西鶴一代女
8288,30801,Son of Paleface
8289,3023,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde
8290,43348,Gun Fury
8291,43349,地獄門
8292,99898,Man on a Tightrope
8293,24381,The Titfield Thunderbolt
8294,11402,The Belles of St. Trinian's
8295,35861,近松物語
8296,45213,French Cancan
8297,20127,It Should Happen to You
8298,24518,"The Long, Long Trailer"
8299,13457,Magnificent Obsession
8300,23620,Salt of the Earth
8301,31372,宮本武蔵
8302,41503,Three Coins in the Fountain
8303,28696,The Wild One
8304,94123,The Cobweb
8305,17640,It's Always Fair Weather
8306,44026,Mr. Arkadin
8307,803,Nuit et brouillard
8308,31374,続宮本武蔵　一乗寺の決闘
8309,25893,The Seven Little Foys
8310,36439,Tuntematon sotilas
8311,46007,Anything Goes
8312,33319,ビルマの竪琴
8313,28100,Carousel
8314,31378,宮本武蔵完結編　決闘巌流島
8315,19742,空の大怪獣ラドン
8316,44134,Barnacle Bill
8317,22334,Chase a Crooked Shadow
8318,29347,Fiend Without a Face
8319,15697,Jailhouse Rock
8320,43234,Man of a Thousand Faces
8321,18776,The Spirit of St. Louis
8322,29071,The Undead
8323,54541,Zero Hour!
8324,44559,Carve Her Name with Pride
8325,30637,Corridors of Blood
8326,76754,巨人と玩具
8327,56156,The Last Hurrah
8328,43119,Machine-Gun Kelly
8329,69977,Torpedo Run
8330,42661,The Vikings
8331,43051,Al Capone
8332,43101,Le déjeûner sur l'herbe
8333,58997,Invisible Invaders
8334,34528,人間の條件　第３部望郷篇／第４部戦雲篇
8335,31427,野火
8336,58902,North West Frontier
8337,27029,The Nun's Story
8338,690,Pickpocket
8339,46918,浮草
8340,43111,The Young Philadelphians
8341,52745,The Leech Woman
8342,36872,女が階段を上る時
8343,43047,The Sundowners
8344,72354,Sunrise at Campobello
8345,31589,悪い奴ほどよく眠る
8346,52841,Bachelor in Paradise
8347,18449,The Deadly Companions
8348,50474,The Four Horsemen of the Apocalypse
8349,79827,The Intruder
8350,750,Murder She Said
8351,34530,人間の條件　完結篇
8352,33710,Paris Blues
8353,64568,Taste of Fear
8354,17185,Advise & Consent
8355,109667,David and Lisa
8356,31287,Eegah
8357,14537,切腹
8358,16103,The Loneliness of the Long Distance Runner
8359,13671,The Music Man
8360,53218,La rivière du hibou
8361,24188,Il sorpasso
8362,28367,The Wonderful World of the Brothers Grimm
8363,21135,L'eclisse
8364,52705,Les Carabiniers
8365,3010,The Cardinal
8366,31383,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?
8367,39222,The Kiss of the Vampire
8368,39495,Love with the Proper Stranger
8369,15263,McLintock!
8370,751,Murder at the Gallop
8371,42798,A New Kind of Love
8372,4025,The Prize
8373,61892,Sunday in New York
8374,25253,Les Tontons Flingueurs
8375,37684,36 Hours
8376,15421,Becket
8377,166607,Behold a Pale Horse
8378,10299,"Hush... Hush, Sweet Charlotte"
8379,26031,The Naked Kiss
8380,3763,鬼婆
8381,17696,Robin and the 7 Hoods
8382,7348,Robinson Crusoe on Mars
8383,28504,Spider Baby
8384,23574,What a Way to Go!
8385,17091,Att angöra en brygga
8386,17295,La battaglia di Algeri
8387,13187,A Charlie Brown Christmas
8388,17102,Dracula: Prince of Darkness
8389,23194,The Hallelujah Trail
8390,16850,The Heroes of Telemark
8391,24395,The Hill
8392,37921,In Harm's Way
8393,16303,The Loved One
8394,29715,Major Dundee
8395,36583,Operation Crossbow
8396,60555,Ride in the Whirlwind
8397,42731,A Thousand Clowns
8398,3482,The Train
8399,895,Андрей Рублёв
8400,20108,Au hasard Balthazar
8401,20379,Grand Prix
8402,29710,Khartoum
8403,104237,龍門客棧
8404,22293,Manos: The Hands of Fate
8405,789,Ostře sledované vlaky
8406,45706,東京流れ者
8407,11047,Astérix le Gaulois
8408,2097,Daikyojû Gappa
8409,135,Dont Look Back
8410,33257,Fando y Lis
8411,66043,The Incident
8412,17905,殺しの烙印
8413,4191,La mariée était en noir
8414,10227,PlayTime
8415,26039,Point Blank
8416,42701,The Shooting
8417,42702,The St. Valentine's Day Massacre
8418,41212,Titicut Follies
8419,26204,Tony Rome
8420,5767,Two for the Road
8421,42713,Up the Down Staircase
8422,27277,The War Wagon
8423,9929,Astérix et Cléopâtre
8424,20873,Бриллиантовая рука
8425,29778,Dracula Has Risen from the Grave
8426,18193,Head
8427,22176,The Heart Is a Lonely Hunter
8428,42623,"I Love You, Alice B. Toklas!"
8429,42634,Petulia
8430,118872,The Subject Was Roses
8431,50789,Sympathy for the Devil
8432,29266,Война и мир
8433,27983,"Yours, Mine and Ours"
8434,5638,Alice's Restaurant
8435,36446,Camille 2000
8436,14801,Colossus: The Forbin Project
8437,49397,Da uomo a uomo
8438,40430,Doppelgänger
8439,38096,Last Summer
8440,48831,Ma nuit chez Maud
8441,24152,The Magic Christian
8442,1846,Marlowe
8443,5928,The Reivers
8444,29748,Taste the Blood of Dracula
8445,105627,Žert
8446,85255,...tick... tick... tick...
8447,26525,Brewster McCloud
8448,31672,Città violenta
8449,48408,Dirty Dingus Magee
8450,33205,どですかでん
8451,70327,Gamera tai Daimaju Jaiga
8452,2860,Le genou de Claire
8453,42589,"Hi, Mom!"
8454,71943,House of Dark Shadows
8455,31304,En kärlekshistoria
8456,64828,The Landlord
8457,38222,On a Clear Day You Can See Forever
8458,26606,Performance
8459,36404,Rejs
8460,42528,Viva la muerte
8461,20848,Белое солнце пустыни
8462,2998,Zabriskie Point
8463,31906,The Beguiled
8464,31767,The Devils
8465,839,Duel
8466,25109,Evil Roy Slade
8467,36194,The Go-Between
8468,16328,Johnny Got His Gun
8469,42500,Lawman
8470,16154,Let's Scare Jessica to Death
8471,9394,Lo chiamavano Trinità...
8472,74689,Mon oncle Antoine
8473,36850,A New Leaf
8474,38646,Nicholas and Alexandra
8475,84285,Von Richthofen and Brown
8476,34479,Scars of Dracula
8477,18287,Support Your Local Gunfighter
8478,5822,Sweet Sweetback's Baadasssss Song
8479,13041,El Topo
8480,40732,Utvandrarna
8481,122677,Blood of Ghastly Horror
8482,121923,Brother John
8483,18250,Dr. Phibes Rises Again
8484,33020,Dracula A.D. 1972
8485,89417,Get to Know Your Rabbit
8486,12089,Le grand blond avec une chaussure noire
8487,41471,子連れ狼 子を貸し腕貸しつかまつる
8488,17810,子連れ狼 三途の川の乳母車
8489,23148,Lady Sings the Blues
8490,80911,Payday
8491,87417,Slither
8492,11378,Trafic
8493,760,Les aventures de Rabbi Jacob
8494,27331,Charley Varrick
8495,1410,Dark Star
8496,38729,A Delicate Balance
8497,86889,Bram Stoker's Dracula
8498,31943,Emperor of the North Pole
8499,29142,Executive Action
8500,9474,Il mio nome è Nessuno
8501,27084,Invasion of the Bee Girls
8502,31596,Lemora: A Child's Tale of the Supernatural
8503,59189,Phase IV
8504,38714,Save the Tiger
8505,31587,Scarecrow
8506,22307,Sisters
8507,62330,The Spook Who Sat by the Door
8508,28498,Theatre of Blood
8509,21964,天下第一拳
8510,21035,Turks Fruit
8511,118121,Butley
8512,32044,California Split
8513,62761,The Cars That Ate Paris
8514,30702,Conrack
8515,25627,Non si deve profanare il sonno dei morti
8516,24402,Emmanuelle
8517,5558,Le Fantôme de la liberté
8518,3043,Flesh for Frankenstein
8519,36665,Général Idi Amin Dada: Autoportrait
8520,16246,Gone in 60 Seconds
8521,27977,The Groove Tube
8522,42448,Harry and Tonto
8523,8327,The Holy Mountain
8524,37627,The Little Prince
8525,32940,The Terminal Man
8526,31656,Thieves Like Us
8527,29859,The Adventure of Sherlock Holmes' Smarter Brother
8528,28994,The Adventures of the Wilderness Family
8529,5618,"Cousin, Cousine"
8530,19174,Dolemite
8531,9385,Les 12 travaux d'Astérix
8532,28209,Emmanuelle 2: L'antivierge
8533,1835,"Farewell, My Lovely"
8534,70259,The Fortune
8535,10711,French Connection II
8536,19740,The Great Waldo Pepper
8537,1829,L'Histoire d'Adèle H.
8538,43430,"Ирония судьбы, или С легким паром!"
8539,32042,Night Moves
8540,9652,Professione: reporter
8541,38099,少林門
8542,47313,女必殺拳
8543,5725,Supervixens
8544,38783,Trilogy of Terror
8545,3870,Novecento
8546,1660,L'argent de poche
8547,133008,Двадцать дней без войны
8548,6476,From Noon Till Three
8549,10640,Futureworld
8550,33324,Harlan County U.S.A.
8551,29856,Hollywood Boulevard
8552,48205,Die Marquise von O...
8553,46978,Maîtresse
8554,26842,The Message
8555,42252,The Missouri Breaks
8556,73100,Раба любви
8557,11558,Silver Streak
8558,5651,Up!
8559,43751,¿Quién puede matar a un niño?
8560,14336,ABBA - The Movie
8561,18775,Demon Seed
8562,12535,High Anxiety
8563,1421,L'Homme qui aimait les femmes
8564,77360,El lugar sin límites
8565,12637,"New York, New York"
8566,54140,Providence
8567,38985,Sorcerer
8568,61280,The Turning Point
8569,16378,The Rutles: All You Need Is Cash
8570,72412,Brass Target
8571,11935,Capricorn One
8572,13481,Wu du
8573,24998,Gates of Heaven
8574,13514,豪俠
8575,113777,Harper Valley P.T.A.
8576,1362,The Hobbit
8577,156235,In Praise Of Older Women
8578,98851,Parts: The Clonus Horror
8579,29107,Les Raisins de la mort
8580,45691,Picassos Äventyr
8581,11537,蛇形刁手
8582,45695,A Wedding
8583,42165,Best Boy
8584,33701,Les Bronzés font du ski
8585,38438,Buffet Froid
8586,10654,Hair
8587,25264,I... comme Icare
8588,18966,Love at First Bite
8589,30636,La Luna
8590,33665,Opening Night
8591,45169,Quintet
8592,15717,Rockers
8593,54663,Starting Over
8594,80310,Barnens ö
8595,179798,Defiance
8596,64353,The Hitch Hikers Guide to the Galaxy
8597,114516,Genocide
8598,47542,Pelle Svanslös
8599,86295,Treasure of the Yankee Zephyr
8600,149645,Smiley's People
8601,14087,Hadashi no Gen
8602,6341,Blue Thunder
8603,27679,D.C. Cab
8604,7012,The Day After
8605,20545,Deal of the Century
8606,23096,Doctor Detroit
8607,15251,Eddie Murphy: Delirious
8608,17435,El Norte
